Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	LossMu	DeltaLossMu	AverageViolation	StdViolation	MaxViolation	MinViolation	AverageMultiplier	StdMultiplier	MaxMultiplier	MinMultiplier	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
37	0.4284437	1.1453024	2.21561	-1.3761082	0.55647385	1.0421374	3.0185134	0.0	1000.0	1503.7047	0.004946397078664679	-0.016518563	0.13618985	0.443175	-0.3771598	0.23273548	0.40512413	3.3517807	-0.5701055	-0.003343114	-0.022832617	0.1409206	-0.015817419	-0.066005185	0.16331969	2.3517807	-0.1	2.2412972	0.503542	3.3950713	0.814962	0.048921622	-0.01689979	0.24253035	-0.14529283	-0.0033430753	-0.008497373	78.0	1.3707572	0.011976785	304000	1061.4475739002228
38	1.6167859	0.7812251	2.8186905	0.38729984	3.4806676	4.79793	15.147595	0.0	1000.0	1531.55	0.004908814259064503	0.048908483	0.12598215	0.50331926	-0.16700238	0.057491947	0.15575007	1.0087208	-0.6268168	-0.0033092678	-0.023984613	0.20644972	-0.030778825	-0.09998643	0.0012154588	0.008720756	-0.1	2.0647416	0.46965307	3.0671172	0.78526497	0.043687575	-0.017758092	1.046305	-0.1747843	-0.0033092787	-0.007193445	62.0	1.3633709	0.012154286	312000	1089.8373732566833
39	0.8465681	0.8075534	2.4937832	0.024769653	1.4756641	2.0039656	5.0360775	0.0	1000.0	1543.3553	0.004822985458374024	0.15295883	0.14921875	0.61461824	-0.22241181	0.33956206	0.19638321	3.3906512	-0.08219322	-0.0022394368	-0.019680731	0.15946193	-0.034384638	-0.09284673	0.08423762	2.3906512	-0.1	1.7439361	0.47418275	2.948855	0.6007898	0.03398056	-0.016041497	0.24783334	-0.037887603	-0.0022394366	-0.0020657324	79.0	1.3248308	0.008574187	320000	1119.047791481018
40	0.7302484	1.0230802	2.239547	-0.8540542	5.12031	6.486683	19.898258	0.0	1000.0	1584.3179	0.004830237411871189	0.09543074	0.13963719	0.48176816	-0.24739434	0.13505611	0.10563768	2.092859	-0.24354087	0.00682739	-0.022693742	0.13609244	-0.030842215	-0.09964576	0.019036999	1.092859	-0.1	1.3689978	0.45585862	2.6365113	0.42471498	0.037320163	-0.008795815	1.6825969	-0.24645495	0.0068274	-0.006476238	79.0	1.3146348	0.0100009935	328000	1148.1880478858948
41	1.2274461	0.81447315	2.3241143	-0.18089825	9.530266	11.942031	39.52841	0.0	1000.0	1660.5599	0.004942142668224517	0.11315468	0.14429387	0.5181292	-0.2555855	0.56990737	0.16776522	2.9172704	0.17908268	0.015079411	-0.028900905	0.095486306	-0.021834798	-0.09385945	0.06330052	1.9172704	-0.1	1.0510128	0.4103869	2.411096	0.3563134	0.060764015	-0.019642886	5.372171	-2.1100197	0.015079374	-0.010546139	79.0	1.3040981	0.010828506	336000	1176.859479188919
42	0.6560681	0.5536211	1.819077	-0.20027053	3.3507102	5.294046	14.039743	0.0	1000.0	1687.3656	0.004905132559842842	0.04561933	0.15038873	0.5557111	-0.4688143	0.9176778	1.4344705	8.86363	-0.47320306	0.010368469	-0.030115139	-0.3715232	-0.12929517	0.40802374	1.1840788	7.8636303	-0.1	0.7971049	0.37443388	2.193923	0.27269682	0.03251651	-0.01634895	2.902039	-1.4351364	0.010368449	-0.01875402	50.0	1.25406	0.012665301	344000	1204.5972909927368
43	0.6415144	0.7040876	1.5532577	-0.33417732	3.8475423	7.33457	22.161118	0.0	1000.0	1718.146	0.004881096579811789	0.060347315	0.14161949	0.5424049	-0.4177069	0.5995106	0.4024916	5.2482853	-0.1660561	0.0019833285	-0.031758342	0.039374955	0.005540937	-0.038844727	0.25920573	4.2482853	-0.1	1.1078213	0.42676347	2.4025195	0.3539949	0.019595217	-0.008002534	1.7699783	-0.14393401	0.001983347	-0.01697068	60.0	1.2485149	0.012380464	352000	1232.7864499092102
44	1.0083233	2.6156962	4.437127	-4.264445	4.846541	4.6075025	13.019161	0.0	1000.0	1756.9183	0.004880328708224827	0.0061127646	0.21139622	0.5275759	-0.64449555	0.7160589	1.0394781	8.826881	-0.38932532	-0.027856922	-0.032075427	-0.3183839	-0.027428389	0.19095454	0.8438224	7.8268814	-0.1	1.3007234	0.42610335	2.5583904	0.45429134	0.07225281	-0.03558049	2.0747037	-0.9393008	-0.027856926	-0.025662819	26.0	1.2408501	0.012719197	360000	1258.9124882221222
45	1.2801943	1.2466289	2.793044	-0.7202747	6.972169	7.432391	20.572687	0.0	1000.0	1812.6957	0.004925803474757982	0.14231037	0.26467907	0.889752	-0.4763517	0.4121393	0.28197938	4.7173667	-0.30579114	0.0026618915	-0.021649335	0.11981012	0.004624933	-0.088714145	0.118826196	3.7173667	-0.1	1.3860465	0.41549736	2.5539865	0.48618662	0.040755793	-0.020305276	1.543693	-0.4113456	0.002661868	-0.010612168	25.0	1.2221825	0.012665825	368000	1285.9231231212616
46	0.9194062	0.6463568	1.7641251	-0.08553171	0.821931	1.0737424	2.7708254	0.0	1000.0	1819.2711	0.004838487016393783	0.062185533	0.15592219	0.5433902	-0.3101146	0.69716185	0.39346316	3.1801767	-0.13054551	-0.017286528	-0.028345961	0.02498595	-0.004151119	-0.021181786	0.21317722	2.1801767	-0.1	1.4980625	0.3989484	2.5840836	0.5721135	0.012410846	-0.0040670866	0.48393238	-0.39158657	-0.017286532	-0.008695845	79.0	1.2065973	0.0111049805	376000	1314.1579852104187
